case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes,drop_reason,minimum_observed_date
COLL-202203-00059,ACC0040435,IND2202007457,2063.35,30,pre_delinquent,2022-03-11,email,436.93,2022-04-01,,resolved,Nomsa Dlamini,"Phone disconnected. Sent SMS, no response. Escalating to legal.",collection_before_observable_delinquency,2022-03-14
COLL-202203-00063,ACC0040372,IND2202003938,2540.85,54,early_collections,2022-03-04,branch_visit,,,,resolved,Lerato Khumalo,Legal letter sent via registered post. Awaiting response before summons.,collection_before_observable_delinquency,2022-04-13
COLL-202203-00072,ACC0037360,IND2201016335,986.44,96,legal,2022-03-06,app_message,268.44,2022-04-06,,resolved,David Govender,Debit order returned NSF for third time. Recommend restructuring. Escalating to legal.,collection_before_observable_delinquency,2022-05-13
COLL-202203-00073,ACC0039832,IND2202015437,4621.66,75,late_collections,2022-03-13,phone_call,,,restructured,open,Sipho Naidoo,"Customer visited branch, paid R350 cash. Account now current. Arrangement: restructured.",collection_before_observable_delinquency,2022-05-05
COLL-202203-00075,ACC0039830,IND2202021864,3455.02,67,late_collections,2022-03-12,letter,,,,open,David Govender,Settlement offer of R1 200 communicated; customer requested until month-end.,collection_before_observable_delinquency,2022-04-24
COLL-202203-00096,ACC0038197,IND2201016180,1661.29,113,legal,2022-03-02,letter,504.26,2022-03-07,,open,Pieter van der Merwe,Settlement offer of R504 communicated; customer requested until month-end. Escalating to legal.,collection_before_observable_delinquency,2022-05-21
COLL-202203-00100,ACC0036678,IND2112008075,2309.1,83,late_collections,2022-03-06,branch_visit,1036.98,2022-03-22,,resolved,Zanele Ndlovu,"Customer in KwaZulu-Natal, low income band — hardship assessment required.",collection_before_observable_delinquency,2022-03-07
COLL-202204-00013,ACC0037018,IND2201012028,1687.47,145,write_off,2022-04-11,branch_visit,,,,closed,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Settlement offer of R500 communicated; customer requested until month-end.,collection_before_observable_delinquency,2022-06-12
COLL-202204-00014,ACC0041106,IND2202022193,1170.37,69,late_collections,2022-04-30,letter,336.43,2022-04-15,,resolved,Zanele Ndlovu,"New case opened from failed loan repayment and churned relationship status. Customer in Western Cape, low income band — hardship assessment required.",collection_before_observable_delinquency,2022-05-18
COLL-202204-00027,ACC0040113,IND2202024489,2118.43,57,early_collections,2022-04-20,letter,,,settlement_offer,resolved,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Settlement offer of R1 200 communicated; customer requested until month-end. Arrangement: settlement offer.,collection_before_observable_delinquency,2022-04-29
COLL-202204-00028,ACC0040354,IND2202013409,1495.18,109,legal,2022-04-19,app_message,758.26,2022-04-16,,resolved,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Settlement offer of R758 communicated; customer requested until month-end. Escalating to legal.,collection_before_observable_delinquency,2022-06-04
COLL-202204-00058,ACC0041062,IND2202009472,2566.74,65,late_collections,2022-04-02,app_message,,,,open,Fatima Patel,Promise to pay recorded after outbound call. Follow-up scheduled.,collection_before_observable_delinquency,2022-05-05
COLL-202204-00064,ACC0040113,IND2202024489,2531.06,66,late_collections,2022-04-17,letter,,,,resolved,Thabo Mokoena,Churned customer — no active transactional account; pursuing outstanding loan balance.,collection_before_observable_delinquency,2022-05-08
COLL-202204-00068,ACC0040122,IND2202009990,810.88,70,late_collections,2022-04-29,email,279.66,2022-04-09,,resolved,Sipho Naidoo,"Phone disconnected. Sent SMS, no response. Escalating to legal.",collection_before_observable_delinquency,2022-05-16
COLL-202204-00097,ACC0038505,IND2201002044,567.9,115,legal,2022-04-17,letter,,,,open,Lerato Khumalo,Promise to pay recorded after outbound call. Follow-up scheduled. Escalating to legal.,collection_before_observable_delinquency,2022-05-11
COLL-202204-00116,ACC0040914,IND2202003302,1047.61,60,early_collections,2022-04-12,app_message,,,,resolved,Zanele Ndlovu,"Customer called, says employer missed payroll. Promised R750 by month-end.",collection_before_observable_delinquency,2022-04-21
COLL-202204-00120,ACC0039942,IND2202003681,933.88,93,legal,2022-04-02,email,,,,closed,Sipho Naidoo,Former churned customer returned; new arrears flagged after failed debit order. Escalating to legal.,collection_before_observable_delinquency,2022-05-24
COLL-202204-00132,ACC0040597,IND2202003181,1863.03,114,legal,2022-04-09,phone_call,443.75,2022-04-19,,open,Fatima Patel,Churned customer — no active transactional account; pursuing outstanding loan balance. Escalating to legal.,collection_before_observable_delinquency,2022-06-14
COLL-202204-00139,ACC0028694,IND2106001813,1879.21,343,write_off,2022-04-10,email,,,,closed,Zanele Ndlovu,Churned customer — no active transactional account; pursuing outstanding loan balance.,collection_before_observable_delinquency,2022-05-20
COLL-202204-00151,ACC0033169,IND2109004037,531.61,306,write_off,2022-04-26,email,,,,resolved,David Govender,Arrangement agreed: R350/month for 6 months starting 28 January.,collection_before_observable_delinquency,2022-07-29
COLL-202204-00165,ACC0039579,IND2202020032,2428.59,113,legal,2022-04-04,phone_call,,,,resolved,Ayanda Mthembu,"Customer in Western Cape, low income band — hardship assessment required. Escalating to legal.",collection_before_observable_delinquency,2022-06-26
COLL-202205-00005,ACC0042733,IND2203006292,1067.31,218,write_off,2022-05-21,app_message,,,,open,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Settlement offer of R2 500 communicated; customer requested until month-end.,collection_before_observable_delinquency,2022-10-22
COLL-202205-00008,ACC0039990,IND2202014547,10882.65,102,legal,2022-05-23,email,,,,open,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring. Escalating to legal.,collection_before_observable_delinquency,2022-06-03
COLL-202205-00010,ACC0041788,IND2203002018,1642.92,1,pre_delinquent,2022-05-01,app_message,,,,closed,Johan Botha,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal.",collection_before_observable_delinquency,2022-05-04
COLL-202205-00024,ACC0042615,IND2203010461,1744.03,64,late_collections,2022-05-20,email,669.69,2022-05-21,,resolved,David Govender,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.,collection_before_observable_delinquency,2022-05-30
COLL-202205-00029,ACC0039295,IND2202016805,1004.3,356,write_off,2022-05-09,email,,,,closed,Nomsa Dlamini,"New case opened from failed loan repayment and churned relationship status. Customer in Western Cape, low income band — hardship assessment required.",collection_before_observable_delinquency,2023-02-02
COLL-202205-00043,ACC0042733,IND2203006292,1600.1,113,legal,2022-05-11,email,,,,open,Sipho Naidoo,Settlement offer of R350 communicated; customer requested until month-end. Escalating to legal.,collection_before_observable_delinquency,2022-07-09
COLL-202205-00092,ACC0043619,IND2204009295,2451.94,313,write_off,2022-05-20,sms,,,,closed,Fatima Patel,Churned customer — no active transactional account; pursuing outstanding loan balance.,collection_before_observable_delinquency,2023-02-27
COLL-202205-00108,ACC0037667,IND2201009845,2563.57,104,legal,2022-05-01,sms,,,,open,Pieter van der Merwe,Legal letter sent via registered post. Awaiting response before summons.,collection_before_observable_delinquency,2022-05-03
COLL-202205-00124,ACC0041007,IND2202008587,5416.58,105,legal,2022-05-02,app_message,2143.97,2022-05-24,,closed,Thabo Mokoena,Legal letter sent via registered post. Awaiting response before summons.,collection_before_observable_delinquency,2022-05-25
COLL-202205-00154,ACC0042266,IND2203006090,3084.68,72,late_collections,2022-05-12,email,528.79,2022-05-13,,open,Pieter van der Merwe,"Customer in Western Cape, low income band — hardship assessment required.",collection_before_observable_delinquency,2022-05-24
COLL-202205-00162,ACC0041418,IND2203014230,7858.92,50,early_collections,2022-05-06,sms,,,,resolved,Sipho Naidoo,Arrangement agreed: R750/month for 6 months starting 23 January.,collection_before_observable_delinquency,2022-05-25
COLL-202205-00163,ACC0043129,IND2204003042,2314.82,50,early_collections,2022-05-06,app_message,,,,resolved,Sipho Naidoo,"Customer visited branch, paid R1 200 cash. Account now current.",collection_before_observable_delinquency,2022-06-08
COLL-202206-00011,ACC0044748,IND2205016931,579.25,114,legal,2022-06-01,letter,256.11,2022-06-29,,open,David Govender,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.,collection_before_observable_delinquency,2022-09-04
COLL-202206-00015,ACC0045114,IND2205009513,1863.32,26,pre_delinquent,2022-06-04,sms,419.65,2022-06-25,,open,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.,collection_before_observable_delinquency,2022-06-20
COLL-202206-00047,ACC0041920,IND2203013389,8522.41,87,late_collections,2022-06-28,letter,,,extended_term,open,Thabo Mokoena,Churned customer — no active transactional account; pursuing outstanding loan balance. Arrangement: extended term.,collection_before_observable_delinquency,2022-07-01
COLL-202206-00078,ACC0039496,IND2202023607,3626.29,178,write_off,2022-06-25,sms,,,,resolved,Thabo Mokoena,"Customer visited branch, paid R500 cash. Account now current.",collection_before_observable_delinquency,2022-08-24
COLL-202206-00082,ACC0041542,IND2203010472,3895.52,163,write_off,2022-06-30,letter,,,,open,Pieter van der Merwe,Settlement offer of R750 communicated; customer requested until month-end.,collection_before_observable_delinquency,2022-09-06
COLL-202206-00092,ACC0030106,IND2107002917,2900.62,323,write_off,2022-06-04,phone_call,,,,resolved,Lerato Khumalo,"Customer in KwaZulu-Natal, low income band — hardship assessment required.",collection_before_observable_delinquency,2022-06-18
COLL-202206-00097,ACC0035306,IND2111006807,1362.27,321,write_off,2022-06-07,phone_call,,,,resolved,Fatima Patel,Settlement offer of R2 500 communicated; customer requested until month-end.,collection_before_observable_delinquency,2022-10-23
COLL-202206-00124,ACC0034620,IND2111001828,1303.39,210,write_off,2022-06-05,letter,,,,resolved,Fatima Patel,"Phone disconnected. Sent SMS, no response. Escalating to legal.",collection_before_observable_delinquency,2022-07-03
COLL-202206-00148,ACC0034086,IND2110012177,3249.06,319,write_off,2022-06-21,sms,,,,closed,Zanele Ndlovu,Settlement offer of R500 communicated; customer requested until month-end.,collection_before_observable_delinquency,2022-08-30
COLL-202206-00154,ACC0045075,IND2205004480,1529.21,23,pre_delinquent,2022-06-03,phone_call,680.17,2022-06-26,,resolved,Johan Botha,"Customer in KwaZulu-Natal, low income band — hardship assessment required.",collection_before_observable_delinquency,2022-06-27
COLL-202206-00158,ACC0045595,IND2205017015,3269.09,34,early_collections,2022-06-24,email,502.81,2022-06-15,,open,Pieter van der Merwe,Former churned customer returned; new arrears flagged after failed debit order.,collection_before_observable_delinquency,2022-06-29
COLL-202206-00164,ACC0035405,IND2111016933,669.73,257,write_off,2022-06-08,app_message,,,,closed,Pieter van der Merwe,Churned customer — no active transactional account; pursuing outstanding loan balance.,collection_before_observable_delinquency,2022-07-24
COLL-202206-00173,ACC0042997,IND2204005366,3263.3,347,write_off,2022-06-28,branch_visit,,,,open,Johan Botha,Promise to pay recorded after outbound call. Follow-up scheduled.,collection_before_observable_delinquency,2023-04-02
COLL-202207-00047,ACC0046382,IND2206005873,2246.03,72,late_collections,2022-07-22,sms,,,,open,Zanele Ndlovu,Legal letter sent via registered post. Awaiting response before summons.,collection_before_observable_delinquency,2022-09-08
COLL-202207-00059,ACC0043952,IND2204011003,971.2,77,late_collections,2022-07-08,app_message,,,,open,Nomsa Dlamini,Settlement offer of R1 500 communicated; customer requested until month-end.,collection_before_observable_delinquency,2022-07-09
COLL-202207-00064,ACC0045335,IND2205007994,1314.19,89,late_collections,2022-07-30,phone_call,,,extended_term,open,Zanele Ndlovu,Promise to pay recorded after outbound call. Follow-up scheduled. Arrangement: extended term.,collection_before_observable_delinquency,2022-09-06
COLL-202207-00067,ACC0045273,IND2205011110,3525.24,34,early_collections,2022-07-01,letter,1782.18,2022-07-20,,resolved,Pieter van der Merwe,Former churned customer returned; new arrears flagged after failed debit order.,collection_before_observable_delinquency,2022-07-08
COLL-202207-00068,ACC0044605,IND2205013759,1589.66,47,early_collections,2022-07-02,phone_call,370.57,2022-07-10,,open,David Govender,Arrangement agreed: R371/month for 6 months starting 17 May.,collection_before_observable_delinquency,2022-07-13
COLL-202207-00095,ACC0038413,IND2201001365,2411.65,348,write_off,2022-07-10,branch_visit,,,,closed,Sipho Naidoo,Promise to pay recorded after outbound call. Follow-up scheduled.,collection_before_observable_delinquency,2023-01-09
COLL-202207-00128,ACC0045335,IND2205007994,460.69,64,late_collections,2022-07-26,letter,,,settlement_offer,resolved,Ayanda Mthembu,Legal letter sent via registered post. Awaiting response before summons. Arrangement: settlement offer.,collection_before_observable_delinquency,2022-08-12
COLL-202207-00138,ACC0037762,IND2201018822,6001.24,316,write_off,2022-07-07,branch_visit,,,,resolved,Zanele Ndlovu,Former churned customer returned; new arrears flagged after failed debit order.,collection_before_observable_delinquency,2022-12-16
COLL-202207-00166,ACC0045517,IND2205008752,1999.11,74,late_collections,2022-07-31,sms,866.91,2022-07-21,,open,Lerato Khumalo,Arrangement agreed: R867/month for 6 months starting 19 January.,collection_before_observable_delinquency,2022-08-17
COLL-202208-00014,ACC0046264,IND2206014150,832.06,177,write_off,2022-08-19,app_message,,,,closed,Lerato Khumalo,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R750 by month-end.",collection_before_observable_delinquency,2022-12-22
COLL-202208-00029,ACC0034571,IND2111019318,1198.97,339,write_off,2022-08-07,app_message,,,,closed,Sipho Naidoo,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal.",collection_before_observable_delinquency,2022-10-31
COLL-202208-00052,ACC0048773,IND2207020250,2958.64,30,pre_delinquent,2022-08-13,app_message,1477.18,2022-08-25,,open,Fatima Patel,Legal letter sent via registered post. Awaiting response before summons.,collection_before_observable_delinquency,2022-08-22
COLL-202208-00072,ACC0045237,IND2205013466,1426.92,83,late_collections,2022-08-07,email,,,settlement_offer,open,David Govender,"Customer in Eastern Cape, low income band — hardship assessment required. Arrangement: settlement offer.",collection_before_observable_delinquency,2022-08-14
COLL-202208-00075,ACC0048543,IND2207004470,1245.19,120,legal,2022-08-15,sms,,,,open,Pieter van der Merwe,"Phone disconnected. Sent SMS, no response. Escalating to legal.",collection_before_observable_delinquency,2022-11-22
COLL-202208-00098,ACC0048773,IND2207020250,7084.08,113,legal,2022-08-17,sms,,,,open,Fatima Patel,"Customer in Gauteng, low income band — hardship assessment required. Escalating to legal.",collection_before_observable_delinquency,2022-11-13
COLL-202208-00123,ACC0044697,IND2205005689,3545.76,97,legal,2022-08-01,sms,,,,resolved,Lerato Khumalo,Churned customer — no active transactional account; pursuing outstanding loan balance. Escalating to legal.,collection_before_observable_delinquency,2022-09-16
COLL-202208-00141,ACC0046154,IND2206009090,2071.95,112,legal,2022-08-28,phone_call,622.92,2022-08-29,,open,David Govender,Churned customer — no active transactional account; pursuing outstanding loan balance. Escalating to legal.,collection_before_observable_delinquency,2022-10-21
COLL-202208-00161,ACC0048773,IND2207020250,6426.69,42,early_collections,2022-08-05,sms,1904.22,2022-08-15,,open,Fatima Patel,Former churned customer returned; new arrears flagged after failed debit order.,collection_before_observable_delinquency,2022-09-03
COLL-202209-00008,ACC0048881,IND2207001718,855.95,72,late_collections,2022-09-21,email,456.54,2022-10-05,,resolved,David Govender,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R457 cash. Account now current.",collection_before_observable_delinquency,2022-10-08
COLL-202209-00039,ACC0048940,IND2207013276,258.23,75,late_collections,2022-09-20,letter,,,,open,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R1 200/month for 6 months starting 17 June.,collection_before_observable_delinquency,2022-09-22
COLL-202209-00041,ACC0047359,IND2206002297,861.2,112,legal,2022-09-04,branch_visit,211.37,2022-09-23,,resolved,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.,collection_before_observable_delinquency,2022-10-16
COLL-202209-00105,ACC0049093,IND2207014520,1666.35,102,legal,2022-09-05,phone_call,,,,resolved,Zanele Ndlovu,Churned customer — no active transactional account; pursuing outstanding loan balance. Escalating to legal.,collection_before_observable_delinquency,2022-11-11
COLL-202209-00123,ACC0048904,IND2207003745,2231.4,86,late_collections,2022-09-18,sms,889.55,2022-09-10,,closed,David Govender,Legal letter sent via registered post. Awaiting response before summons.,collection_before_observable_delinquency,2022-10-14
COLL-202209-00173,ACC0046311,IND2206007902,2944.38,99,legal,2022-09-19,app_message,1124.52,2022-09-30,,resolved,Sipho Naidoo,"Customer visited branch, paid R1 125 cash. Account now current. Escalating to legal.",collection_before_observable_delinquency,2022-10-13
COLL-202210-00032,ACC0048304,IND2207007544,3012.34,92,legal,2022-10-05,app_message,,,,open,Johan Botha,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R750/month for 6 months starting 1 December. Escalating to legal.,collection_before_observable_delinquency,2022-10-19
COLL-202210-00038,ACC0052003,IND2209006570,755.99,348,write_off,2022-10-17,email,,,,closed,David Govender,"New case opened from failed loan repayment and churned relationship status. Customer in Gauteng, low income band — hardship assessment required.",collection_before_observable_delinquency,2023-08-25
COLL-202210-00053,ACC0046905,IND2206013480,1957.83,112,legal,2022-10-11,phone_call,595.85,2022-10-31,,resolved,Fatima Patel,"Phone disconnected. Sent SMS, no response. Escalating to legal.",collection_before_observable_delinquency,2022-10-17
COLL-202210-00054,ACC0036254,IND2112011330,1238.39,361,write_off,2022-10-05,sms,,,,resolved,Pieter van der Merwe,Promise to pay recorded after outbound call. Follow-up scheduled.,collection_before_observable_delinquency,2022-12-16
COLL-202210-00092,ACC0050165,IND2208011801,1160.25,100,legal,2022-10-07,app_message,,,,open,Johan Botha,Settlement offer of R500 communicated; customer requested until month-end. Escalating to legal.,collection_before_observable_delinquency,2022-11-28
COLL-202210-00136,ACC0050165,IND2208011801,1530.81,74,late_collections,2022-10-17,app_message,,,,open,Nomsa Dlamini,Former churned customer returned; new arrears flagged after failed debit order.,collection_before_observable_delinquency,2022-11-02
COLL-202211-00011,ACC0046623,IND2206000192,5188.01,140,write_off,2022-11-01,phone_call,,,,resolved,Nomsa Dlamini,"New case opened from failed loan repayment and churned relationship status. Customer in KwaZulu-Natal, low income band — hardship assessment required.",collection_before_observable_delinquency,2022-11-07
COLL-202211-00046,ACC0050429,IND2208007572,1824.62,61,late_collections,2022-11-01,email,,,,open,Nomsa Dlamini,"Customer called, says employer missed payroll. Promised R1 200 by month-end.",collection_before_observable_delinquency,2022-11-02
COLL-202211-00106,ACC0049920,IND2208003915,2452.98,350,write_off,2022-11-19,letter,,,,closed,Lerato Khumalo,"Customer called, says employer missed payroll. Promised R2 500 by month-end.",collection_before_observable_delinquency,2023-08-14
COLL-202211-00127,ACC0051456,IND2209021621,1287.4,63,late_collections,2022-11-05,branch_visit,355.48,2022-11-21,,open,Johan Botha,Arrangement agreed: R355/month for 6 months starting 3 May.,collection_before_observable_delinquency,2022-12-03
COLL-202211-00128,ACC0051856,IND2209015491,748.14,75,late_collections,2022-11-19,app_message,322.4,2022-12-04,payment_holiday,resolved,Thabo Mokoena,Legal letter sent via registered post. Awaiting response before summons. Arrangement: payment holiday.,collection_before_observable_delinquency,2022-12-04
COLL-202212-00024,ACC0051061,IND2209008988,2761.98,73,late_collections,2022-12-08,phone_call,752.81,2022-12-29,,resolved,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.,collection_before_observable_delinquency,2022-12-14
COLL-202212-00027,ACC0051184,IND2209010657,1461.79,102,legal,2022-12-21,branch_visit,,,,open,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled. Escalating to legal.,collection_before_observable_delinquency,2023-01-09
COLL-202212-00030,ACC0055696,IND2211020579,790.89,122,write_off,2022-12-12,letter,,,,resolved,Johan Botha,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R500 cash. Account now current.",collection_before_observable_delinquency,2023-04-01
COLL-202212-00035,ACC0051061,IND2209008988,2982.27,141,write_off,2022-12-03,branch_visit,,,,open,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R500/month for 6 months starting 12 January.,collection_before_observable_delinquency,2023-02-20
COLL-202212-00036,ACC0055696,IND2211020579,1328.04,58,early_collections,2022-12-05,letter,481.04,2023-01-05,,open,Johan Botha,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.,collection_before_observable_delinquency,2023-01-27
COLL-202212-00079,ACC0054846,IND2211006370,1172.56,44,early_collections,2022-12-24,sms,,,,closed,Sipho Naidoo,Debit order returned NSF for third time. Recommend restructuring.,collection_before_observable_delinquency,2023-01-04
COLL-202212-00085,ACC0054750,IND2211018025,8629.92,19,pre_delinquent,2022-12-14,letter,,,,open,Nomsa Dlamini,Debit order returned NSF for third time. Recommend restructuring.,collection_before_observable_delinquency,2022-12-18
COLL-202212-00129,ACC0056065,IND2211021606,771.72,55,early_collections,2022-12-09,email,184.03,2022-12-23,,resolved,Nomsa Dlamini,Promise to pay recorded after outbound call. Follow-up scheduled.,collection_before_observable_delinquency,2023-01-22
COLL-202212-00141,ACC0051272,IND2209012445,3033.29,119,legal,2022-12-28,phone_call,,,,closed,David Govender,Former churned customer returned; new arrears flagged after failed debit order. Escalating to legal.,collection_before_observable_delinquency,2023-01-13
COLL-202212-00147,ACC0045699,IND2205000284,2892.29,294,write_off,2022-12-11,email,,,,closed,Fatima Patel,"Phone disconnected. Sent SMS, no response. Escalating to legal.",collection_before_observable_delinquency,2023-03-18
COLL-202301-00023,ACC0053921,IND2210017671,1007.0,113,legal,2023-01-11,branch_visit,,,,open,Ayanda Mthembu,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal.",collection_before_observable_delinquency,2023-02-07
COLL-202301-00025,ACC0039167,IND2202017267,3022.47,364,write_off,2023-01-17,letter,,,,resolved,Johan Botha,"New case opened from failed loan repayment and churned relationship status. Customer in KwaZulu-Natal, low income band — hardship assessment required.",collection_before_observable_delinquency,2023-02-14
COLL-202301-00048,ACC0055226,IND2211008922,1379.3,58,early_collections,2023-01-08,phone_call,,,restructured,open,Pieter van der Merwe,Arrangement agreed: R1 200/month for 6 months starting 27 August. Arrangement: restructured.,collection_before_observable_delinquency,2023-01-11
COLL-202301-00078,ACC0055646,IND2211004784,1666.8,153,write_off,2023-01-02,letter,,,,closed,Ayanda Mthembu,Settlement offer of R350 communicated; customer requested until month-end.,collection_before_observable_delinquency,2023-04-30
COLL-202301-00123,ACC0057000,IND2212007084,2900.34,25,pre_delinquent,2023-01-02,branch_visit,544.78,2023-01-27,,resolved,Sipho Naidoo,"Customer in Western Cape, low income band — hardship assessment required.",collection_before_observable_delinquency,2023-01-11
COLL-202301-00128,ACC0055866,IND2211023720,2584.66,39,early_collections,2023-01-15,email,,,,closed,Johan Botha,"Customer visited branch, paid R2 500 cash. Account now current.",collection_before_observable_delinquency,2023-01-19
COLL-202301-00138,ACC0054577,IND2211025507,1987.54,61,late_collections,2023-01-09,email,,,settlement_offer,open,Pieter van der Merwe,Former churned customer returned; new arrears flagged after failed debit order. Arrangement: settlement offer.,collection_before_observable_delinquency,2023-01-31
COLL-202301-00152,ACC0050624,IND2208000338,971.34,167,write_off,2023-01-09,letter,,,,open,Zanele Ndlovu,"Customer called, says employer missed payroll. Promised R500 by month-end.",collection_before_observable_delinquency,2023-02-14
COLL-202301-00163,ACC0052452,IND2209001655,725.42,152,write_off,2023-01-29,app_message,,,,resolved,David Govender,Arrangement agreed: R2 500/month for 6 months starting 12 January.,collection_before_observable_delinquency,2023-02-25
COLL-202301-00175,ACC0057220,IND2212000634,830.77,66,late_collections,2023-01-30,sms,,,,closed,Pieter van der Merwe,"Customer called, says employer missed payroll. Promised R1 200 by month-end.",collection_before_observable_delinquency,2023-02-20
COLL-202302-00048,ACC0059175,IND2301007748,465.09,110,legal,2023-02-22,phone_call,,,,resolved,Johan Botha,"Customer in Eastern Cape, low income band — hardship assessment required. Escalating to legal.",collection_before_observable_delinquency,2023-05-15
COLL-202302-00082,ACC0055395,IND2211020331,1743.63,314,write_off,2023-02-20,email,,,,resolved,Ayanda Mthembu,Former churned customer returned; new arrears flagged after failed debit order.,collection_before_observable_delinquency,2023-09-24
COLL-202302-00086,ACC0056918,IND2212003155,457.7,298,write_off,2023-02-25,letter,,,,closed,Pieter van der Merwe,"Phone disconnected. Sent SMS, no response. Escalating to legal.",collection_before_observable_delinquency,2023-10-19
COLL-202302-00132,ACC0059463,IND2301014762,2352.45,94,legal,2023-02-16,sms,674.33,2023-02-18,,resolved,Pieter van der Merwe,"Customer visited branch, paid R674 cash. Account now current. Escalating to legal.",collection_before_observable_delinquency,2023-04-16
COLL-202302-00140,ACC0046353,IND2206011615,2528.76,339,write_off,2023-02-04,letter,,,,closed,Pieter van der Merwe,"Phone disconnected. Sent SMS, no response. Escalating to legal.",collection_before_observable_delinquency,2023-05-22
COLL-202302-00170,ACC0043642,IND2204000122,4203.98,308,write_off,2023-02-20,phone_call,,,,closed,Johan Botha,"Customer in Eastern Cape, low income band — hardship assessment required.",collection_before_observable_delinquency,2023-03-13
COLL-202303-00025,ACC0059790,IND2302007347,4529.53,81,late_collections,2023-03-09,phone_call,2085.02,2023-03-24,,closed,Thabo Mokoena,"New case opened from failed loan repayment and churned relationship status. Customer in KwaZulu-Natal, low income band — hardship assessment required.",collection_before_observable_delinquency,2023-05-09
COLL-202303-00037,ACC0060754,IND2302015794,2289.61,68,late_collections,2023-03-15,sms,,,,open,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Settlement offer of R1 200 communicated; customer requested until month-end.,collection_before_observable_delinquency,2023-05-06
COLL-202303-00057,ACC0056639,IND2212013917,5352.16,114,legal,2023-03-11,letter,,,,open,Lerato Khumalo,"Customer visited branch, paid R750 cash. Account now current. Escalating to legal.",collection_before_observable_delinquency,2023-04-24
COLL-202303-00062,ACC0052133,IND2209005622,1411.63,363,write_off,2023-03-18,letter,,,,closed,Sipho Naidoo,Churned customer — no active transactional account; pursuing outstanding loan balance.,collection_before_observable_delinquency,2023-09-18
COLL-202303-00064,ACC0061057,COM2302000099,10210.13,25,pre_delinquent,2023-03-20,sms,,,,open,Pieter van der Merwe,"Customer visited branch, paid R350 cash. Account now current.",collection_before_observable_delinquency,2023-03-29
COLL-202303-00092,ACC0058242,IND2301001881,2830.06,114,legal,2023-03-09,branch_visit,,,,resolved,Sipho Naidoo,Churned customer — no active transactional account; pursuing outstanding loan balance. Escalating to legal.,collection_before_observable_delinquency,2023-05-21
COLL-202303-00102,ACC0045505,IND2205016406,2060.52,350,write_off,2023-03-31,phone_call,,,,open,Sipho Naidoo,"Phone disconnected. Sent SMS, no response. Escalating to legal.",collection_before_observable_delinquency,2023-05-23
COLL-202304-00013,ACC0057520,IND2301007028,3310.97,105,legal,2023-04-29,letter,,,,closed,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R2 500/month for 6 months starting 18 April. Escalating to legal.,collection_before_observable_delinquency,2023-05-20
COLL-202304-00057,ACC0053230,IND2210019208,578.3,352,write_off,2023-04-29,phone_call,,,,closed,Lerato Khumalo,Legal letter sent via registered post. Awaiting response before summons.,collection_before_observable_delinquency,2023-10-15
COLL-202304-00098,ACC0058841,IND2301006108,1452.52,73,late_collections,2023-04-08,letter,,,,resolved,Pieter van der Merwe,Former churned customer returned; new arrears flagged after failed debit order.,collection_before_observable_delinquency,2023-04-15
COLL-202305-00080,ACC0063184,IND2304009684,7061.35,30,pre_delinquent,2023-05-17,app_message,1504.63,2023-05-17,,resolved,David Govender,Legal letter sent via registered post. Awaiting response before summons.,collection_before_observable_delinquency,2023-05-27
